accidentId,Accidents,year,injuriesId,Injured
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2005,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
4,Accident,2006,,
